article_id,date,category,author,title,content,viral
90760,2015-06-19,talk.politics.mideast,Author_9,And the best evidence you can find is second hand hearsay from,"And the best evidence you can find is second hand hearsay from an unnamed source? You may indeed be confusing *some* Muslims with Nazi Armenians. Altogether 30,000 Nazi Armenians served in various units in the German Wehrmacht, according to Ara J. Berkian. 14,000 in predominantly Armenian army units, 6,000 in German army units, 8,000 in various working units and 2,000 in the Waffen-SS.[1] A number of these Nazi Armenians were volunteers from France, Greece, Rumania and Bulgaria who had chosen to commit themselves to the German war effort. Derounian says that ""Dashnag Armenians from France bore the mark 'Legion Armenienne.'""[2]...",0
30758,2015-09-03,rec.autos,Author_20,"Give out the address, I'll drive by and take a look myself,","Give out the address, I'll drive by and take a look myself, then post....",1
10336,2016-06-05,talk.politics.mideast,Author_3,Sealing off the Gaza Strip has the interesting side-effect of demonstrating the,"Sealing off the Gaza Strip has the interesting side-effect of demonstrating the non-viability of Gaza as an independent state. Where are all of these people going to go to find work if they are separated from Israel? If they complain about having to show id cards on the way to work, how will they feel about showing passports on the way to work?...",0
36111,2015-11-06,rec.autos,Author_25,If your buying a compact pickup do yourself a favor and wait,"If your buying a compact pickup do yourself a favor and wait a few months for the 1994 GMC sonoma. Magazines are saying it is day and night over the current truck. It's georgeous, solid, and fast (200hp Vortec 4.3 V-6). Should whip the Ranger in every area too (accept maybe payload). And always pick a GMC over a Chevy. GMC's are always so much better looking. Man, I miss the Comanche. Marty and Matt Owings '87 250 ninja type rider dudes ""It's a feeling that we all wanna know and it's an obsession to some to keep the world...",1
68183,2016-12-07,rec.autos,Author_23,"From article <1r1i7mINN4n4@cronkite.cisco.com>, by kmac@cisco.com (Karl Elvis MacRae): I agree that the","From article <1r1i7mINN4n4@cronkite.cisco.com>, by kmac@cisco.com (Karl Elvis MacRae): I agree that the Toyota is the best looking I just didn't fit plus it is the highest cost of all the ones you mentioned. I have good friends who have all three of the trucks you talked about, the ones with kids all went to the ford because of the room required to carry a couple of kids and all the junk you need. The single ones went for the Toyota and the Nissan. Every one has been happy with what they bought. Although no one is into serious four wheel...",1
91973,2016-05-25,talk.politics.mideast,Author_29,"+-----------------------------------------------------------+ | | | ""There's no room for Christians here!"" and ""When","+-----------------------------------------------------------+ | | | ""There's no room for Christians here!"" and ""When we | | finish with the Armenians, we'll go after the Russians!"" | | | +-----------------------------------------------------------+ DEPOSITION OF KARINE BORISOVNA MELKUMIAN [1] Born 1963 Teacher Boarding School No. 1 Resident at Building 2B, Apartment 21 Block 41A Sumgait [Azerbaijan] This is my fate: I had everything, we were a happy family, and now, at 25, I've become a widow, I'm left to raise my three children alone; the third, not yet two months old, was born in Yerevan. Igor and I had thought that if it was a...",0
85088,2016-08-19,rec.autos,Author_1,That's nothing. When a friend of mine went shopping for a small,"That's nothing. When a friend of mine went shopping for a small sedan a few years ago, she brought me along as a token male so the salespeople wouldn't give her the ""bimbo"" treatment. Her first choice was a Mazda 323, and second choice was a Nissan Sentra. We went to a Mazda dealership and described what ""we"" wanted. We started negotiating on the price, and the salesdroid kept playing the ""let me run this price by the sales manager"". After playing the ""good salesman, bad salesman"" game, we finally told him that if he didn't have the authority to...",1
36497,2016-06-01,talk.politics.mideast,Author_37,All right! Let's hope they get off their rear ends and do,All right! Let's hope they get off their rear ends and do something because the UN clearly is content to sit on its....,0
91885,2015-07-05,talk.politics.mideast,Author_11,Dr. Goebels thought that a lie repeated enough times could finally be,"Dr. Goebels thought that a lie repeated enough times could finally be believed. I have been observing that 'Poly' has been practicing Goebels' rule quite loyally. 'Poly's audience is mostly made of Greeks who are not allowed to listen to Turkish news. However, in today's informed world Greek propagandists can only fool themselves. For instance, those who lived in 1974 will remember the TV news they watched and the newspapers they read and the younger generation can read the American newspapers of July and August 1974 to find out what really happened. There are in Turkiye the Greek Hospital, The...",0
37925,2015-12-26,talk.politics.mideast,Author_41,"It was announced on NPR 4/17/93 10:00 am EDT, that Turkish President","It was announced on NPR 4/17/93 10:00 am EDT, that Turkish President Ozal died of a heart attack in Ankara....",0
21830,2015-02-08,rec.autos,Author_4,1991 Toyota Camry for sale: Deluxe package 5 speed grey power windows,1991 Toyota Camry for sale: Deluxe package 5 speed grey power windows power door locks AM/FM cassette power steering power brakes 70K highway miles Excellent condition $9500 Rob Fusi rwf2@lehigh.edu (609) 397-2147 after 7pm E-mail me for more info... (914) 335-6984 day (until 5) Ask for Bob Fusi...,1
46368,2015-06-06,talk.politics.mideast,Author_6,Not due to race. Due to membership in an organization which publically,"Not due to race. Due to membership in an organization which publically proclaimed it would destroy the state which expelled them -- and furthermore kill a large segment of the citizens of that state, based on race....",0
11807,2015-03-11,talk.politics.mideast,Author_17,You're just beginning to scratch the surface. Do you know how much,"You're just beginning to scratch the surface. Do you know how much military equipment costs? When was the last time you tried to buy a mil-spec hammer, coffee-pot or toilet seat? Paying Israel to do the dirty work on it's own without putting American soldiers's lives on the line is much, much, much cheaper than Uncle Sam's arrangements with much of the rest of the world....",0
69598,2015-08-05,talk.politics.mideast,Author_21,This is one of the most ridiculous arguments I have heard from,"This is one of the most ridiculous arguments I have heard from the Europeans. ""Let's let the Serbs massacre, rape, and ethnically clean 100,000 Bosnians because we don't want our pretty blue berets there to get scratched"". Well, I say, get them the hell out of there if you're worried for them, but don't deny Bosnians their basic right to self defense! Lift the embargo against Bosnia, and let them defend themselves. What makes the UN troops more valuable than the Bosnian people? They are letting the civilians die so the soldiers could survive, when if anything, it should be...",0
24125,2015-12-13,rec.autos,Author_49,I agree that a fully-loaded SL2 would come close in price to,"I agree that a fully-loaded SL2 would come close in price to a LOWER-END Ford Taurus. A FULLY-LOADED Taurus, on the other hand, would still be substantially more expensive than even the most glitzy SL2. A fully loaded SL2 would run somewhere around $17,000, while a fully loaded Taurus LX would be somewhere around the $22,000-$23,000 range. A base Taurus (GL I believe) might start around $15,000. Of course there is the Taurus SHO which can push $30,000 if you really try, but this is a totally different car than your mainstream Taurus sedan. Your statement was not entirely faulty,...",1
78347,2016-11-05,rec.autos,Author_20,"The Continental may have been the first ""modern era"" auto to mount","The Continental may have been the first ""modern era"" auto to mount the spare on the rear of the car but it was hardly the first car to sport one. Various mounting techniques for rear mounting the spare were quite common in early automobiles, both US and Foreign....",1
44283,2015-11-12,rec.autos,Author_24,I'm wondering if anybody else out there is a clutchless shifter? I've,"I'm wondering if anybody else out there is a clutchless shifter? I've been doing it my self over 200,000 miles, on my current toyota truck I've got over 150k. I've heard people talk about how doing this can damage a transmission. My experiences suggest otherwise. What techniques do you use? On some old pieces of junk I drove, the transmission was so worn that pumping the clutch was the only way to shift, except clutchless. To date I've driven rabbits, datsuns, comets, fords & a chevy. Some where harder than others to shift but generally the higher the milage the...",1
69873,2016-03-01,rec.autos,Author_37,"For an all out sports car, I'd go for the RX-7 without","For an all out sports car, I'd go for the RX-7 without the sports suspension (which is too stiff.) For a little more practicality and more comfort, the Nissan 300ZX Turbo is a good buy. And for a good dose of luxury, the Lexus SC300 is perfect (with a manual transmission of course.) However, the Toyota Supra is coming out soon and if you like it's looks, the performance is supposed to be great, almost race car like. I don't particulary like the Mitsubishi 3000GT's or the Dodge Stealths as they are too heavy and aren't very nimble handlers for...",1
76086,2016-08-26,talk.politics.mideast,Author_9,"According to the NY Times, the 4 islands ""belong[] to the United","According to the NY Times, the 4 islands ""belong[] to the United Arab Emirates."" Why is it, then, that when the British, Iranians and UAE refer to Occupied Territory, they mean territory in dispute in Israel but not in their own affairs?...",0
39657,2015-09-12,rec.autos,Author_45,"$ [...] $ Actually, you want a Checker Special if you can","$ [...] $ Actually, you want a Checker Special if you can find one. $ Good luck. I'm sorry I let mine go... I grew up in New York City so I rode in many Checker cabs. The jump seats were fun as a kid. Although the cars were roomy -- a good trait for a taxi -- they had a design flaw that I don't understand they never fixed: the rear passengers tended to fall out of their seats when the driver braked. I wouldn't want to take a long ride in the back seat of one of these...",1
13794,2015-10-01,rec.autos,Author_12,"This past winter I drove from NYC to Killington,VT 6 or 7","This past winter I drove from NYC to Killington,VT 6 or 7 times in my 1990 325i Convertible (talk about poor reputation in the snow!!) with an EXCELLENT set of snow tires. I put 4 Noika NR10s on in Dec. and have been sure footed in some pretty severe weather conditions ever since. I've plowed through 4 - 5 inch snow covered roads effortlessly, while other cars have been paralyzed (front wheel drive included). Concentrate more on ""where the rubber meets the road"" rather than driveability of cars in snowy conditions. Drive carefully, buy good snow tires, and most cars...",1
36137,2016-06-30,talk.politics.mideast,Author_47,"Steve, If the Israelis are stupid enough to ""allow"" a second ""Palestinian""","Steve, If the Israelis are stupid enough to ""allow"" a second ""Palestinian"" state (the first one is Jordon), then you will probably get your wish - and the Israelis would get what's coming to them. However, if the ""Palestinians"" were to somehow demonstrate that they could govern themselves AND live in peace with their Jewish neighbors, then they would have to give up the idea of Jerusalem as a part of their state - and you would be disappointed. Yashir Koach to this....",0
23566,2016-04-06,rec.autos,Author_22,Ron> Viper also sells some fancy field disturbance sensor that Ron> supposedly,"Ron> Viper also sells some fancy field disturbance sensor that Ron> supposedly detects people approcahing the car.... Ron If your Viper system were tuned like a neighbor's is you wouldn't get any sleep because of the damn thing waking every one in the neighborhood up. We all used to try to ignore the alarm, but have now made a pact to bombard the house with night-time visits and phone calls when ever we are awakened because some thunder storm passed over the next county or a stray dog looked at the car. Car alarms are a serious pain-in-the-ass! -ks p.s....",1
84277,2015-09-04,rec.autos,Author_25,I'm certainly no engineer and really have no scientific basis on which,"I'm certainly no engineer and really have no scientific basis on which to make this argument, but don't you answer your own question? Is the reflected signal ""shifted"" at all from the act of being reflected? If so, wouldn't it then be easy for the detector to discriminate between reflections and direct sources?...",1
52096,2015-10-22,rec.autos,Author_19,"Since this posting, I've received no replies or followups, so I'm posting","Since this posting, I've received no replies or followups, so I'm posting here hoping for the feedback I didn't get in rec.audio.car: article number - 9855 Newsgroups: rec.audio.car Path: cbfsb!cbnewsb.cb.att.com!vinlai From: vinlai@cbnewsb.cb.att.com (vincent.lai) Subject: Third party car antennas ... Message-ID: <1993Apr13.202333.28657@cbfsb.cb.att.com> Sender: news@cbfsb.cb.att.com Organization: AT&T Distribution: na Date: Tue, 13 Apr 1993 20:23:33 GMT I recently saw a particular third party antenna on a new Camry (not mine, but it caught my interest) and a new 626. It seems to replace the factory power antenna and is about a foot long made of plastic tubing. I have seen them on...",1
22015,2016-04-10,talk.politics.mideast,Author_43,"do not, and i repeat, do not, cross post the following subjects","do not, and i repeat, do not, cross post the following subjects to soc.culture.iranian: Re: Jews Supports Serbs Re: Arab Leaders and Bosnia Re: HizbAllah in Bosnia Re: The Stage is Being Set that's all we need here; more bigotry and hate! believe me, we have already reached our quota for the year. try again next year....",0
17144,2015-06-07,talk.politics.mideast,Author_24,This could be accomplished by other criteria. One must remember that children,"This could be accomplished by other criteria. One must remember that children often bring stress into households. As an alternative, one could consider financial incentives for every sexual act performed by two partners of different ethnic backgrounds. The plan could be entitled ""PEACE INCOME SEXUAL SECURITY"", or PISS for short. Every time an Israeli gets screwed by a Palestinian or visa versa, they would be eligible for income. In keeping with the spirit of the times, condoms would be a tax deductible expense. This policy does not discriminate on a gender basis nor would it apply to domestic animals of...",0
58351,2015-09-20,talk.politics.mideast,Author_11,"Let's face it, if the words don't get into your noggin in","Let's face it, if the words don't get into your noggin in the first place, there's no hope. Now tell us, 'SDPA.ORG', a mouthpiece of the fascist x-Soviet Armenian Government: what was your role in the murder of Orhan Gunduz and Kemal Arikan? How many more Muslims will be slaughtered by 'SDPA.ORG' as publicly declared and filed with the legal authorities? ""...that more people have to die..."" SDPA <91@urartu.UUCP> ""Yes, I stated this and stand by it."" SDPA <255@urartu.UUCP> January 28, 1982 - Los Angeles Kemal Arikan is slaughtered by two Armenians while driving to work. March 22, 1982 -...",0
68341,2015-06-26,rec.autos,Author_6,{Stuff Deleted} {Stuff Deleted} {More Stuff Deleted} My neighbor runs a Viper(R),"{Stuff Deleted} {Stuff Deleted} {More Stuff Deleted} My neighbor runs a Viper(R) distributorship and installs them on all Saturns sold in my area (Anne Arundel County, MD). He has an SC with the Viper voice alarm installed. The alarm does everything, turn on the car, the radio, the heater, roll down windows, unlock the doors... The alarm goes off more frequently on hot days when a person walks by. It gets sensitive up to about 5 feet in 85degree heat. It isn't as bad as convetional siren alarms, because it doesn't continue to wail, it just says ""Protected by Viper,...",1
77889,2015-06-30,talk.politics.mideast,Author_30,"Avi, For your information, Islam permits freedom of religion - there is","Avi, For your information, Islam permits freedom of religion - there is no compulsion in religion. Does Judaism permit freedom of religion (i.e. are non-Jews recognized in Judaism). Just wondering....",0
21704,2016-11-01,talk.politics.mideast,Author_15,"A neutral organization would report on the situation in Israel, where the","A neutral organization would report on the situation in Israel, where the elderly and children are the victims of stabbings by Hamas ""activists."" A neutral organization might also report that Israeli arabs have full civil rights. Care to name names, or is this yet another unsubstantiated slander? Terrorism, as you would know if you had a spine that allowed you to stand up, is random attacks on civilians. Terorism includes such things as shooting a cripple and thowing him off the side of a boat because he happens to be Jewish. Not allowing people to go where they are likely...",0
10455,2015-08-17,rec.autos,Author_49,"Oh, really. When? The '93 Mustang Cobra can. Check it out. Ehhhh,","Oh, really. When? The '93 Mustang Cobra can. Check it out. Ehhhh, maybe. The '93 Mustang Cobra does a good job for a lower price, and it's just a taste of what's ahead in the 30th Anniversary of the original Pony Car. Just think! Corvettes are almost up to the performance levels of a '65 Cobra! Wow! In a few years, they might be up to the performance levels of a '66 Ford GT-40. Wow, man, just think about it... ;-) James...",1
94278,2016-08-01,rec.autos,Author_41,"And armadillo crossings. Well, let's see, in just my own _personal_ experience","And armadillo crossings. Well, let's see, in just my own _personal_ experience there's Nevada, New Mexico, Texas, Wyoming, Utah, South Dakota, Nebraska, Minnesota, Montana, Florida, and parts of Louisianna. Nobody said ""Let's go into town and drive 130 on Main St."" And you couldn't go that fast on the graveled washboard that passes for highway in some parts. But that ""only really expensive cars should be driven fast"" crap, is, well, crap......",1
82544,2016-04-29,talk.politics.mideast,Author_34,"Before getting excited and implying that I am posting fabrications, I would","Before getting excited and implying that I am posting fabrications, I would suggest the readers to consult the newspaper in question. Tahnks,...",0
40692,2015-10-24,talk.politics.mideast,Author_47,You *know* that putting something like this out on the newsgroup is,"You *know* that putting something like this out on the newsgroup is *only* going to generate flames, not discussion. Try adding some substance to the issue of ""gestures"" you mentioned. What is it you feel that Israel *has* offered as a ""gesture""? What would you (*realistically*) expect to see presented by the Arabs/Palestinians in the way of ""gesture""? What are the ""rules"" that have been bent by Arab actions? It would seem that the Israeli deportations were seen by the other side as an example of ""changing the rules""....",0
72781,2015-03-04,talk.politics.mideast,Author_26,"It's irritating when someone mis-labels ""us"" as ""fundamentalists"", isn't it? This sort","It's irritating when someone mis-labels ""us"" as ""fundamentalists"", isn't it? This sort of thing may help us understand why some muslims rather resent being put under this label....",0
36062,2016-07-28,talk.politics.mideast,Author_46,Does anyone have a schedule of Kol Israel broadcasts in different languages,Does anyone have a schedule of Kol Israel broadcasts in different languages that could be posted or e-mailed to me. Your assistance would be greatly appreciated...,0
93086,2016-12-29,talk.politics.mideast,Author_10,"What is so honorable about placing bombs in passenger airliners, promising to","What is so honorable about placing bombs in passenger airliners, promising to execute Rushdie, killing 1-2 million people in the Iran/Iraq war, murdering tourists and persecuting ethinc Christians in Egypt, massacring Christians in Sudan, harassing Christians in and barring Jews from Saudi Arabia? How are paranoid Muslims ""righteous in defending themsselves"" in these situations? Who are they even afraid of? Considering that you seem to be posting from central New Jersey, this is an odd comment coming from you. I dare you to speak your mind in the Middle East in any country besides Israel....",0
71141,2015-09-05,rec.autos,Author_8,"Bad driving habits can damage a car in a couple of months,","Bad driving habits can damage a car in a couple of months, not 6 years. If that were not the case, everyone would be driving fleet rental re-solds... And while you are considering things (factors in stat terms), how about city vs. highway driving ratios, owner vs. dealer service, extreme weather or environment, adherence (sp?) to maintenance schedules, whether the car has ever been in an accident, number of different drivers of the same car in a family, whether the car is garaged, warmed up, ... Spiros...",1
80220,2015-10-09,rec.autos,Author_19,"Sure, but the surface condition of most good autobahns is far better","Sure, but the surface condition of most good autobahns is far better than most of the roads here. A dip in the asphalt that you test your shocks on at 60 will kill you at 130. Don't get me wrong, I love to drive quickly and they say my Probe will do 130, but that's 30 more than I've ever tried in it cause there isn't a decent enough piece of road hereabouts....",1
82053,2016-05-22,rec.autos,Author_33,"I stand corrected. This is all from memory, mind you :-) Yeah,","I stand corrected. This is all from memory, mind you :-) Yeah, that's what I was trying to say. No, REALLY!...",1
46509,2015-07-07,talk.politics.mideast,Author_30,"Attention Israel Line Recipients Friday, April 16, 1993 Two Arabs Killed and","Attention Israel Line Recipients Friday, April 16, 1993 Two Arabs Killed and Eight IDF Soldiers Wounded in West Bank Car Bomb Explosion Israel Defense Forces Radio, GALEI ZAHAL, reports today that a car bomb explosion in the West Bank today killed two Palestinians and wounded eight IDF soldiers. The blast is believed to be the work of a suicide bomber. Radio reports said a car packed with butane gas exploded between two parked buses, one belonging to the IDF and the other civilian. Both busses went up in flames. The blast killed an Arab man who worked at a nearby...",0
57447,2016-02-13,talk.politics.mideast,Author_15,From: Center for Policy Research <cpr> Subject: Zionism - racism Diaspora 'a,"From: Center for Policy Research <cpr> Subject: Zionism - racism Diaspora 'a cancer' ------------------- by Julian Kossoff and Lindsay Schusman in: Jewish Chronicle, London, 22. Dec. 1989 Leading Israeli author and cultural commentator, A.B. Yehoshua, launched a ferocious attack on diaspora Jewry at a Zionist Youth Council meeting in North London, last week. The diaspora, he claimed, ""was the cancer connected to the main tissue of the Jewish people"". He was scathing about its failure to act before the Holocaust. He said the diaspora's religious and secular leadership had ignored the warning signs in the 1920s, and had fiercely opposed...",0
41370,2015-02-25,talk.politics.mideast,Author_32,From Israeline 4/27/93 Rabin: We Must Concentrate on Qualitative Changes in Israeli,"From Israeline 4/27/93 Rabin: We Must Concentrate on Qualitative Changes in Israeli Society Today's AL HAMISHMAR quotes Prime Minister Yitzhak Rabin's Independence Day interview yesterday on Israel Television. Rabin said that enforcing Jewish sovereignty over the entire Land of Israel would lead to the establishment of a bi-national state. ""I would view it as if the historical destiny of my generation, Dor Tashach, the generation that had the great privilege of determining the fate of the people and founding the Jewish state, had been lost."" Rabin added, ""We must stop dreaming of settlements [i.e. in the Territories] and focus on...",0
58520,2015-06-16,rec.autos,Author_23,"Just for the record, read your owner's manual before attempting a push","Just for the record, read your owner's manual before attempting a push start. Most manufacturers today do not recommend this (I think the catalytic converter is the primary reason - unburned gas goes down to it and may ignite when the converter gets into its operating range). The best reason for a manual? Because you like to drive one. I find that its much easier to develop lazy habits in an auto trans car. Remember, pay attention out there - stupidity behind the wheel has still taken more people to the morgue than drunk driving. The problem is that we...",1
81258,2016-10-07,rec.autos,Author_2,V16 anyone? Anyone heard of a Cizata V16T ??? Its mainly sold,V16 anyone? Anyone heard of a Cizata V16T ??? Its mainly sold in the middle east where they dont have as strict a legislation as in the USA and EC.......,1
69914,2016-09-29,rec.autos,Author_5,"Hi netters, My friend is seriously thinking of getting the Subaru SVX.","Hi netters, My friend is seriously thinking of getting the Subaru SVX. There is a local dealer here in Seattle selling them for $22600, with Touring package, that's $7400 off from MSRP. He thinks it's a very good deal (and I think so too). Since he knows I have access to the net, he would like to get anyone's opinion about this car, especially in the area of reliability and maintenanability. Please send e-mail to me as my friend doesn't have access to the net. My opinion about this car is, you get a lot for $22600: auto everything (tranny,...",1
52287,2015-06-07,talk.politics.mideast,Author_39,Is this the joke of the month? 1. Your fascist grandparents exterminated,"Is this the joke of the month? 1. Your fascist grandparents exterminated 2.5 million Muslim people between 1914 and 1920. 2. Your Nazi parents fully participated in the extermination of the European Jewry during WWII. 3. Your criminal cousins have been slaughtering Muslim women, children and elderly people in fascist x-Soviet Armenia and Karabag for the last four years. The entire population of x-Soviet Armenia now, as a result of the Genocide of 2.5 million Muslim people, are Armenians. For nearly one thousand years, the Turkish and Kurdish people lived on their homeland - the last one hundred under the...",0
34697,2016-01-03,rec.autos,Author_11,I would probobly feel a hell of a lot poorer... a gas,"I would probobly feel a hell of a lot poorer... a gas tank is about 50$ in a junkyard. An engine... more! Seriously though, my other brother, DARRELL, left his VW on the same street... someone stole the radiator out of it.... try finding a VW radiator in a junkyard :-) I DARE YOU ! JD...",1
21995,2015-04-20,talk.politics.mideast,Author_1,"OK, you've already disqualified yourself (who ever you are) from being objective.","OK, you've already disqualified yourself (who ever you are) from being objective. Jews are a people with a common cultural heritage, religion, and history. We are not a race. You don't see a difference between killing British soldiers (who were preventing Jews who tried to escape the Nazis from entering the British mandate) and Arab terrorist who kill civilian men, women, and children?!? That's ridiculuous on atleast two counts. First of all, even if you identify yourself as completely Jewish that doesn't rule out the possibility that you're a self-hating anti-semite. One can always find Jews who are uncomfortable with...",0
61712,2016-01-24,rec.autos,Author_23,"Well, yes, the exhaust is where the majority of the noise comes","Well, yes, the exhaust is where the majority of the noise comes out, but the basics (tone, firing cadence, etc.) are determined by the engine configuration. In the case of the Viper, yes, we are discussing a HUGE multicylinder 90-deg. engine, which will sound somewhat like a truck. And my understanding, btw, is that that V-10 engine was designed originally with the intention of being ad- aptible for either the trucks or the Viper. And from what I've heard (no first hand knowledge :-( ) it's doing a pretty good job at both. And the best exhaust sound in the...",1
19071,2016-05-12,talk.politics.mideast,Author_49,"[ ... ] To which I say: Hear, hear. Motion seconded. Hovig","[ ... ] To which I say: Hear, hear. Motion seconded. Hovig...",0
45382,2016-01-24,rec.autos,Author_41,Of course you are a bunch of arrogant lawyers who know whats,"Of course you are a bunch of arrogant lawyers who know whats best for the rest of us. You are doing such a wonderful job with our judicial system, getting all the criminals off, I bow to your superior intellect. Not to mention the fees you collect from us poor slobs who get tickets from speeding State Police officers, so you can soak is when we go to court. I just love lawyer jokes! Don't you?...",1
89299,2015-11-26,talk.politics.mideast,Author_31,There is no doubt that Israeli authorities ordered the destruction of mosques,"There is no doubt that Israeli authorities ordered the destruction of mosques in the vicinity of the Wailing Wall. That does not mean, however, that once can generalize from this to any other points. The entire plaza, mosques and all, was cleared to make it possible for Jews to have a place to worship in the place that was holiest to many of them, and which had been denied to them for millenia. On the other hand, throughout the rest of Jerusalem and Israel, to the best of my knowledge, Israeli authorities have scrupulously avoided damage to any Islamic religious...",0
49834,2016-07-31,rec.autos,Author_48,My friend brought a subaru SVX recently. I had drove it for,"My friend brought a subaru SVX recently. I had drove it for couples times and I think its a great car, esp on snow. However when she took it to a local Subaru dealer for a oil change, the bill came out to be about 80 dollars. The dealer told us it is because to change the oil filter on a SVX it is necessary to disassemble a metal cover under the engine and that took an hour of labour. At first, we think we are being ripped off so she phone to a dealer in Toronto but found out...",1
79806,2016-01-25,talk.politics.mideast,Author_46,. . . ^^^ The Syrians? Iranian agents? Or just Israeli invaders?,". . . ^^^ The Syrians? Iranian agents? Or just Israeli invaders? -- @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ --------------- Gary Bradski I'net: bradski@park.bu.edu | reverberate | Cognitive and Neural Systems --------------- Boston University. | V V 111 Cummington St, Boston MA 02215 ^ Y 617/ 353-6426 ^ ^ |...",0
31747,2015-03-03,rec.autos,Author_20,"I think it was the reverse, the V4 being 2/3 of the","I think it was the reverse, the V4 being 2/3 of the V6. It was also the worst engine that Ford (Europe) have ever made - bloody awful reputation. It's most successful application being the Transit van. Saab gave up with this motor and then made the Triumph 1854 (half a Stag V8) under license (I believe), but with 2-litre capacity and perhaps a different arrangement for the cylinder head studs, before developing their own straight four from the Triumph....",1
77054,2015-04-18,talk.politics.mideast,Author_47,"I'll leave questions 1 and 2 to be answered elsewhere, but on","I'll leave questions 1 and 2 to be answered elsewhere, but on question 3) something in the noos today might be an example of the restoration might be. Namely, that the Clinton Administration is considering asking the UN to establish a police force for Haiti. I didn't hear any thing that said that the current Govt. of Haiti asked for it, nor is there any real precedent (barring Somalia) for the UN getting involved in internal conflicts. That might also answer question 2). The neo-colonial countries are a diffuse lot - the UN (Security Council). And while I am at...",0
65027,2015-09-02,rec.autos,Author_41,"Sorry for the mis-spelling, but I forgot how to spell it after","Sorry for the mis-spelling, but I forgot how to spell it after my series of exams and NO-on hand reference here. Is it still possible to get those cute WWII VW Jeep-wanna-be's? A replica would be great I think. -TKH '93 ------------------------------------------------------------------------ If I can convert a C=128 to a C128T, I can do anything... NOT!!...",1
98129,2015-12-20,talk.politics.mideast,Author_9,You are somewhat close to truth. But you shouldn't forget that nationality,"You are somewhat close to truth. But you shouldn't forget that nationality is a recent invention of the western europe. In the days of the Ottoman empire, the religion was the main point of difference between social classes. The Ottomans didn't recognize Turks, Arabs, Greeks, Serbs... Just christians, muslims, jews... So, for all the interested parties in the Ottoman society the bosnian muslims were ""Turks"". After all, there aren't many ""real"" (ethnic) Turks living even in Turkey today. Even in Europe, it's the culture that defines the ethnicity and religion is part of one's culture. Can you support this?...",0
63008,2016-08-10,rec.autos,Author_46,Yeah... and BMW 525e has 2.7 litres 535 3.4 BTW - can,Yeah... and BMW 525e has 2.7 litres 535 3.4 BTW - can someone out there please tell me how to put someone else's file on and then reply to that so the other person's file and my own 'reply' go to the newgroups together? (ps: just mail me personally)...,1
80345,2015-10-20,talk.politics.mideast,Author_1,the 'Center for Policy Research' writes... Considering all the murders of innocent,"the 'Center for Policy Research' writes... Considering all the murders of innocent Israelis at the hands of Arab death merchants, I see nothing wrong with the advice. As usual, the bias of the 'Center for Policy Research' echoes through this newsgroup. Here we have an enraged Likudnik who is venting his spleen, and you portray it as if this is going to become policy. You don't say what the response to Matza's suggestion was. Do do not mention whether he was refering to terrorists caught in the act, which could be a clear cut case of self-defence. Would you care...",0
17861,2016-07-23,rec.autos,Author_38,nope. 4 cylinder. i wasn't aware that there was another Infiniti with,"nope. 4 cylinder. i wasn't aware that there was another Infiniti with a V-8 besides the Q45. several. the 740i, 730i, 540i, 530i. (4.0 liter and 3.0 liter V-8) one or two? there's at least one V-8 for every platform except the compact (190E). S-class (400SEL, 500SEL), W124 (400E, 500E), and roadster (500SL). acura doesn't have any V-8 cars at the moment....",1
34914,2016-08-13,talk.politics.mideast,Author_17,"In the following report: _Turkey Eyes Regional Role_ ANKARA, Turkey (AP) April","In the following report: _Turkey Eyes Regional Role_ ANKARA, Turkey (AP) April 27, 1993, we find in the last paragraph: [Turanist] Although Premier Suleyman Demirel criticized Ozal's often [Turanist] brash calls for more Turkish influence, he also has spoken [Turanist] of a swath of Turkic peoples ""stretching from the Adriatic [Turanist] Sea to the Great Wall of China."" Who does Demirel think he is fooling? It seems at both ends of his envisioned pan-Turkic Empire -- the Balkans and the Caucasus -- Turkey's fascist boasts are being pre-empted. I would suggest Turkey let the world feel some of their ""Grey...",0
20350,2015-06-29,talk.politics.mideast,Author_40,Koc) responded to article <1993Apr22.152937.14766@urartu.sdpa.org> dbd@urartu. [DD] Problem 1 [DD] [DD] My,"Koc) responded to article <1993Apr22.152937.14766@urartu.sdpa.org> dbd@urartu. [DD] Problem 1 [DD] [DD] My father told me the following story. During the famous wars between the [DD] Armenians and the Persians, prince Zaurak Kamsarakan performed [DD] extraordinary heroic deeds. Three times in a single month he attacked the [DD] Persian troops. The first time, he struck down half of the Persian army. [DD] The second time, pursuing the Persians, he slaughtered one fourth of the [DD] soldiers. The third time, he destroyed one eleventh of the Persian army. [DD] The Persians who were still alive, numbering two hundred eighty, fled to [DD]...",0
75513,2015-04-24,talk.politics.mideast,Author_39,While you brought up the separate question of Israel's unjustified policies and,"While you brought up the separate question of Israel's unjustified policies and practices, I am still unclear about your reaction to the practices and polocies reflected in the article above....",0
