customer_id,age,gender,tenure,contract_type,monthly_charges,total_charges,calls_to_support,is_tuesday_signup,churn
1519,34,Male,68,0,65.74,4462.66,1,0,0
1520,20,Male,70,0,57.89,4049.5,1,0,0
1521,46,Female,23,1,51.2,1182.71,1,0,0
1522,23,Female,33,0,79.35,2613.63,1,1,1
1523,76,Male,19,0,82.61,1564.52,1,0,0
1524,76,Female,26,0,79.87,2071.94,2,0,1
1525,63,Female,25,0,65.6,1641.05,0,0,0
1526,78,Female,5,2,70.43,356.16,1,0,0
1527,74,Female,5,0,38.55,196.96,2,0,1
1528,32,Female,10,0,51.44,524.42,1,0,0
1529,61,Male,52,0,69.91,3632.56,4,0,0
1530,76,Female,48,1,89.81,4304.63,2,0,0
1531,20,Female,3,0,69.96,204.17,0,0,0
1532,33,Female,42,1,61.14,2567.79,1,0,0
1533,65,Female,38,2,72.45,2753.0,3,0,0
1534,60,Male,64,2,53.04,3396.82,3,0,0
1535,72,Female,51,1,28.12,1437.43,2,1,0
1536,63,Male,61,0,29.33,1784.68,0,0,0
1537,74,Female,11,2,71.03,784.05,0,0,0
1538,26,Female,26,1,80.22,2081.73,2,0,0
1539,43,Male,36,0,65.85,2374.36,1,0,1
1540,51,Female,36,0,66.89,2399.65,1,0,0
1541,44,Male,35,0,70.72,2468.83,1,0,0
1542,42,Female,69,2,76.46,5278.07,0,0,0
1543,77,Female,32,1,38.22,1230.83,3,1,1
1544,65,Male,66,0,41.05,2713.19,0,0,0
1545,51,Female,47,2,50.43,2368.86,2,0,0
1546,76,Female,18,1,79.11,1425.58,3,0,0
1547,26,Male,56,0,48.1,2693.78,4,0,0
1548,69,Female,55,0,70.25,3855.95,1,0,0
1549,46,Female,52,1,57.74,3004.65,1,1,0
1550,46,Female,53,1,91.95,4858.18,1,0,0
1551,45,Female,6,0,60.86,369.55,3,1,1
1552,20,Female,60,0,51.61,3094.57,1,0,0
1553,26,Male,66,0,52.2,3438.61,1,1,0
1554,45,Male,21,0,30.27,638.83,1,0,0
1555,49,Female,56,0,81.9,4587.0,2,0,0
1556,38,Female,39,0,90.74,3535.48,2,0,0
1557,75,Male,60,0,70.87,4257.53,1,0,0
1558,36,Female,22,1,69.33,1529.25,2,0,0
1559,52,Female,24,2,49.84,1197.56,0,1,0
1560,67,Male,51,1,88.24,4498.34,2,0,0
1561,38,Male,53,2,79.62,4231.23,1,0,0
1562,29,Male,23,0,93.27,2146.87,3,0,0
1563,19,Male,31,1,69.25,2145.04,1,0,0
1564,76,Male,23,0,51.45,1183.88,2,0,0
1565,33,Female,33,2,81.11,2677.37,2,0,0
1566,65,Male,7,0,54.07,379.76,3,0,1
1567,53,Male,8,0,48.17,389.68,2,0,0
1568,47,Male,21,2,41.31,863.48,2,0,0
1569,21,Female,38,1,88.34,3353.03,1,0,0
1570,74,Male,52,0,60.85,3168.05,4,0,0
1571,49,Male,1,2,38.74,39.19,1,0,0
1572,74,Female,42,0,80.49,3379.79,2,0,0
1573,24,Female,28,2,27.33,765.28,3,1,0
1574,78,Male,69,0,68.25,4706.9,1,0,0
1575,44,Male,59,0,93.09,5492.54,3,0,0
1576,46,Female,69,2,52.69,3630.76,0,0,0
1577,61,Female,45,0,48.22,2169.51,0,0,0
1578,51,Male,66,1,52.36,3462.71,3,0,0
1579,53,Female,21,0,32.11,679.29,2,0,1
1580,75,Male,29,0,90.26,2620.43,2,0,1
1581,28,Male,3,0,52.15,156.46,2,0,1
1582,38,Female,4,0,49.57,206.37,3,0,0
1583,23,Male,54,1,62.69,3385.67,3,0,0
1584,57,Female,24,1,50.25,1207.63,0,0,0
1585,69,Male,57,0,38.36,2192.25,1,1,0
1586,48,Female,64,0,63.09,4035.67,1,0,0
1587,63,Male,49,1,46.96,2304.74,1,0,0
1588,29,Male,10,2,80.12,792.24,1,1,0
1589,76,Female,54,2,52.43,2840.08,3,0,0
1590,44,Male,41,1,68.48,2804.24,0,0,0
1591,74,Male,53,0,26.68,1424.46,1,0,0
1592,52,Female,55,0,52.58,2892.92,2,0,0
1593,62,Female,34,0,28.38,968.75,0,1,0
1594,77,Female,4,1,50.87,202.09,0,0,0
1595,79,Female,41,0,88.77,3642.12,3,0,1
1596,47,Female,30,2,30.18,901.77,4,0,0
1597,71,Male,24,0,80.8,1937.01,1,0,1
1598,41,Male,29,1,49.73,1445.55,1,1,0
1599,27,Male,52,0,71.16,3696.23,1,0,0
1600,66,Female,8,0,62.93,506.34,0,0,0
1601,77,Male,38,2,30.31,1151.59,2,0,0
1602,62,Female,54,0,71.11,3848.37,1,0,0
1603,23,Male,41,0,58.39,2396.28,1,0,0
1604,23,Male,11,1,72.86,789.98,1,1,1
1605,38,Male,60,1,60.92,3658.93,1,0,0
1606,61,Male,33,0,69.1,2274.4,1,0,0
1607,54,Male,60,1,35.83,2153.09,1,0,0
1608,37,Female,8,2,27.73,212.07,0,0,0
1609,78,Male,44,1,48.14,2115.83,3,0,0
1610,63,Male,20,2,30.16,606.06,0,0,0
1611,38,Female,34,0,35.76,1212.7,0,0,0
1612,23,Male,56,0,28.19,1578.61,1,0,0
1613,61,Male,62,0,56.49,3503.81,3,0,0
1614,49,Male,34,1,40.18,1375.35,0,0,0
1615,78,Female,51,2,49.7,2530.75,0,0,0
1616,50,Male,26,0,81.93,2137.39,2,0,0
1617,31,Female,68,2,89.48,6076.73,0,0,0
1618,53,Female,28,0,71.76,2005.32,2,0,1
1619,60,Female,16,0,55.26,879.99,2,0,0
1620,32,Female,69,0,69.63,4807.68,0,1,0
1621,41,Female,57,1,51.04,2918.65,1,0,0
1622,42,Male,67,0,53.84,3601.65,1,0,0
1623,73,Male,64,0,39.24,2506.94,1,0,0
1624,44,Female,17,0,30.53,512.77,3,0,0
1625,38,Female,23,1,51.52,1191.88,1,0,0
1626,27,Male,14,0,70.71,987.95,1,0,1
1627,77,Female,22,0,59.9,1316.01,6,0,1
1628,58,Male,64,1,71.21,4560.28,1,1,0
1629,75,Female,6,0,48.76,282.86,4,1,1
1630,58,Female,14,1,46.71,649.25,1,0,0
1631,61,Female,28,1,38.78,1087.13,1,1,0
1632,25,Male,38,2,68.35,2594.33,1,0,0
1633,41,Male,38,0,74.66,2838.8,1,1,0
1634,73,Female,68,1,59.06,4011.15,0,0,0
1635,57,Female,1,2,50.97,52.88,0,0,0
1636,26,Female,27,0,37.29,996.77,0,1,0
1637,46,Male,54,0,77.59,4198.52,1,0,0
1638,62,Male,4,0,81.48,329.27,0,0,1
1639,18,Male,18,1,49.08,893.61,0,0,0
1640,38,Female,30,0,52.88,1584.68,2,0,0
1641,68,Female,64,0,33.01,2110.99,1,0,0
1642,66,Female,60,1,68.63,4115.55,0,1,0
1643,31,Female,43,0,31.21,1336.63,4,0,0
1644,31,Female,17,1,49.09,829.34,2,0,0
1645,77,Male,28,2,49.29,1393.26,2,0,0
1646,40,Male,35,2,70.92,2481.81,0,0,0
1647,43,Female,38,0,64.99,2471.32,2,0,0
1648,41,Male,61,0,90.08,5497.16,0,0,0
1649,51,Male,68,0,62.22,4231.24,1,0,0
1650,61,Female,22,1,70.67,1554.89,0,0,0
1651,77,Male,62,0,88.78,5497.43,1,0,0
1652,52,Male,14,1,89.99,1260.72,2,0,1
1653,30,Female,25,0,29.91,751.68,3,0,1
1654,58,Female,51,0,41.11,2092.83,0,0,0
1655,35,Male,32,0,66.74,2139.99,1,1,1
1656,52,Female,24,1,71.56,1717.13,0,0,0
1657,65,Female,66,0,70.4,4641.29,0,0,0
1658,56,Male,2,0,29.41,58.31,1,0,0
1659,19,Female,69,2,59.93,4138.1,2,0,0
1660,20,Female,17,1,29.25,496.58,0,0,0
1661,79,Female,56,0,51.43,2877.0,1,0,0
1662,74,Male,64,2,62.08,3969.81,1,0,0
1663,22,Male,31,0,49.5,1525.72,3,1,1
1664,35,Female,26,0,31.55,819.48,0,0,0
1665,61,Female,48,0,40.1,1921.04,3,0,0
1666,29,Male,60,0,29.78,1792.33,3,1,0
1667,63,Female,40,1,72.24,2892.16,3,0,0
1668,57,Female,14,1,60.84,848.43,2,0,1
1669,76,Female,30,0,78.72,2359.69,0,0,0
1670,41,Female,58,1,57.06,3311.15,1,0,0
1671,69,Female,22,2,50.56,1105.91,2,0,0
1672,47,Female,43,0,58.05,2485.47,1,0,0
1673,69,Female,2,1,71.05,139.34,1,1,1
1674,69,Male,1,1,89.95,79.98,0,0,1
1675,56,Male,12,1,51.72,623.97,0,0,0
1676,63,Male,4,0,27.62,114.5,2,0,0
1677,49,Female,70,1,67.16,4699.24,1,0,0
1678,64,Female,22,1,72.2,1573.03,2,0,0
1679,28,Female,16,2,67.03,1071.06,3,0,0
1680,77,Male,69,0,60.83,4191.5,0,0,0
1681,43,Female,31,0,43.76,1355.64,0,0,0
1682,50,Female,25,1,80.27,2003.69,2,1,0
1683,62,Female,71,2,91.48,6493.72,2,1,0
1684,22,Female,22,0,51.06,1115.02,1,0,0
1685,60,Male,61,2,44.27,2692.95,4,0,0
1686,20,Female,65,0,70.93,4611.87,3,0,0
1687,32,Female,26,0,89.61,2326.52,1,0,0
1688,73,Female,48,0,67.83,3266.67,1,0,0
1689,36,Male,12,0,69.1,829.42,1,1,1
1690,49,Male,29,1,74.14,2153.54,5,0,1
1691,78,Female,44,2,69.16,3046.45,0,0,0
1692,44,Female,28,2,68.58,1933.41,2,0,0
1693,38,Male,11,1,57.88,639.6,2,0,0
1694,25,Female,47,0,71.56,3363.15,4,0,0
1695,22,Male,14,0,77.38,1082.36,1,0,1
1696,42,Male,1,0,89.44,79.32,2,1,1
1697,31,Female,71,1,89.87,6387.0,0,0,0
1698,78,Male,19,1,32.19,612.5,3,1,0
1699,67,Male,54,1,95.14,5148.14,0,0,0
1700,29,Male,58,0,51.82,3008.96,2,0,0
1701,55,Female,64,0,58.2,3722.12,0,1,0
1702,72,Female,44,2,80.73,3556.52,1,0,0
1703,53,Male,3,0,52.82,152.94,3,0,1
1704,70,Female,30,0,55.88,1681.95,0,0,0
1705,43,Male,44,1,78.13,3442.24,1,0,0
1706,48,Female,18,2,61.25,1102.68,0,0,0
1707,20,Female,50,0,81.74,4087.69,0,0,0
1708,71,Female,21,2,90.43,1901.19,1,0,0
1709,44,Female,47,2,30.58,1435.95,0,0,0
1710,57,Male,60,1,77.84,4668.03,1,0,0
1711,32,Female,52,1,78.71,4097.29,0,1,0
1712,37,Female,33,1,68.02,2240.35,1,0,0
1713,39,Female,45,2,71.82,3238.19,2,0,0
1714,30,Male,32,0,78.6,2514.42,0,0,0
1715,26,Female,13,2,78.03,1020.55,0,0,0
1716,55,Female,56,0,92.26,5167.85,1,0,0
1717,74,Male,51,0,52.02,2645.38,0,0,0
1718,55,Female,33,2,32.4,1060.17,1,0,0
1719,43,Female,45,1,61.02,2758.31,2,0,0
1720,70,Female,16,1,92.01,1478.39,1,0,0
1721,47,Female,42,1,53.1,2238.69,0,0,0
1722,27,Female,35,0,40.51,1412.62,2,0,0
1723,31,Male,23,1,69.77,1602.33,0,0,0
1724,77,Male,45,1,53.29,2407.61,0,0,0
1725,47,Female,50,1,72.65,3631.69,0,0,0
1726,34,Female,68,0,41.86,2848.85,1,0,0
1727,74,Male,23,0,79.0,1818.21,1,0,0
1728,27,Female,19,1,33.46,628.71,2,0,0
1729,77,Female,43,2,88.99,3828.13,2,0,0
1730,71,Female,46,1,70.12,3229.87,3,0,0
1731,78,Female,48,1,53.82,2582.72,1,0,0
1732,42,Female,23,0,40.19,922.12,2,0,0
1733,46,Female,37,2,29.7,1101.2,4,0,0
1734,42,Male,12,0,38.21,462.92,1,0,0
1735,63,Female,68,0,29.69,2016.5,1,0,0
1736,34,Female,15,0,48.18,730.66,4,0,1
1737,21,Male,14,2,27.58,392.06,2,1,0
1738,38,Female,38,0,72.65,2763.79,0,0,0
1739,46,Female,67,2,60.67,4069.32,4,1,0
1740,33,Female,40,1,70.47,2824.6,1,0,0
1741,68,Female,12,0,71.28,852.85,1,1,1
1742,27,Female,67,0,69.46,4650.43,2,0,0
1743,66,Male,68,0,49.22,3344.21,1,0,0
1744,52,Female,67,0,50.15,3366.93,2,0,0
1745,22,Male,33,1,70.54,2319.86,1,0,0
1746,35,Male,44,0,72.42,3196.28,1,0,0
1747,37,Male,54,0,30.22,1631.29,3,0,0
1748,65,Female,11,1,67.46,744.3,2,0,0
1749,32,Male,58,0,41.32,2400.63,2,0,0
1750,70,Female,4,0,73.08,287.61,2,1,1
1751,37,Female,45,1,61.29,2758.67,0,0,0
1752,26,Female,20,2,41.13,825.67,1,0,0
1753,77,Male,15,0,27.56,414.47,2,0,0
1754,58,Female,61,1,38.9,2373.89,3,0,0
1755,35,Female,2,2,71.25,135.67,2,0,0
1756,27,Male,39,2,79.4,3096.1,1,0,0
1757,76,Male,65,1,49.16,3196.91,0,0,0
1758,67,Female,2,0,79.88,154.65,2,0,1
1759,79,Female,16,2,28.13,444.15,0,0,0
1760,54,Male,36,0,60.35,2173.21,1,0,0
1761,59,Male,63,2,51.62,3254.81,3,0,0
1762,29,Female,20,0,76.89,1542.02,0,0,1
1763,74,Male,18,0,59.64,1082.96,3,0,1
1764,32,Female,13,1,73.11,959.92,2,0,0
1765,19,Female,17,1,84.1,1431.11,3,1,1
1766,57,Male,60,2,31.07,1868.2,1,0,0
1767,71,Male,51,1,87.95,4485.61,1,0,0
1768,43,Female,48,2,48.74,2339.68,1,0,0
1769,25,Female,28,0,29.72,827.26,2,1,0
1770,58,Female,44,1,39.8,1750.38,1,0,0
1771,25,Male,55,1,69.51,3828.38,1,0,0
1772,64,Male,17,1,67.9,1157.3,0,0,0
1773,56,Male,40,2,61.77,2469.41,1,0,0
1774,39,Female,59,2,61.05,3604.0,2,0,0
1775,65,Female,62,1,57.1,3543.57,3,0,0
1776,49,Male,23,1,26.35,598.87,1,1,1
1777,70,Male,24,2,90.65,2179.83,2,0,0
1778,61,Male,39,2,58.36,2287.02,3,0,0
1779,64,Female,14,1,59.52,835.54,4,0,0
1780,57,Male,67,0,79.11,5302.69,1,0,0
1781,25,Male,65,0,55.36,3603.16,2,0,0
1782,53,Male,5,0,60.96,306.8,1,0,1
1783,67,Female,71,0,92.51,6569.75,0,0,0
1784,39,Female,12,1,68.53,814.53,0,0,0
1785,19,Male,27,1,50.7,1369.6,1,0,0
1786,27,Female,54,1,76.86,4161.77,1,0,0
1787,76,Male,35,0,61.06,2139.65,5,0,1
1788,25,Female,10,0,82.3,823.43,1,0,1
1789,56,Male,55,0,88.86,4889.94,1,0,0
1790,59,Male,26,1,40.27,1049.8,1,0,0
1791,48,Male,7,2,39.93,284.87,2,0,0
1792,53,Female,49,1,48.22,2362.72,0,0,0
1793,37,Female,44,1,30.04,1323.56,2,0,0
1794,51,Male,12,0,79.51,953.94,0,0,1
1795,74,Male,36,0,39.3,1419.37,2,0,0
1796,49,Male,8,2,71.69,582.46,2,0,0
1797,64,Male,44,1,48.71,2150.31,0,0,0
1798,54,Male,54,0,29.5,1589.64,1,0,0
1799,29,Female,58,0,73.97,4294.2,4,0,0
1800,78,Male,8,0,72.43,577.09,2,1,1
1801,33,Male,49,1,80.62,3952.11,0,0,0
1802,27,Male,60,0,71.67,4297.51,3,0,0
1803,75,Male,44,0,70.02,3088.19,1,0,0
1804,55,Male,32,0,51.07,1631.79,1,0,0
1805,67,Female,9,1,47.19,420.42,2,0,0
1806,63,Female,45,0,67.97,3059.97,1,0,0
1807,74,Male,25,0,77.51,1934.96,2,0,1
1808,43,Male,28,0,79.95,2232.72,1,1,1
1809,68,Male,17,0,47.87,816.48,0,0,0
1810,40,Female,53,0,83.74,4432.96,1,1,1
1811,77,Male,5,1,41.64,206.48,3,0,1
1812,56,Female,22,0,59.09,1297.41,1,0,1
1813,43,Female,60,0,69.12,4147.93,1,1,0
1814,65,Male,65,0,81.86,5310.36,3,0,0
1815,51,Male,22,0,28.43,628.48,1,0,0
1816,73,Female,49,2,78.61,3855.94,1,0,0
1817,56,Male,3,0,46.31,139.77,1,0,0
1818,22,Female,5,1,81.16,398.99,0,0,0
1819,78,Male,3,0,81.99,247.39,1,0,1
1820,69,Female,68,0,65.77,4468.24,2,0,0
1821,65,Female,2,1,70.18,147.26,3,1,1
1822,19,Female,30,0,41.78,1259.31,0,0,0
1823,20,Male,37,2,49.99,1851.17,1,0,0
1824,45,Male,32,0,67.22,2146.48,3,0,0
1825,64,Male,19,0,46.16,870.1,1,0,0
1826,25,Female,1,1,90.4,94.79,2,0,1
1827,19,Male,24,2,71.43,1715.15,0,0,0
1828,55,Female,57,0,88.14,5029.22,1,0,0
1829,77,Female,22,2,62.16,1364.19,3,0,0
1830,49,Female,9,1,72.09,655.88,0,0,0
1831,63,Female,60,2,38.95,2333.23,1,0,0
1832,77,Male,41,2,49.0,2012.75,2,0,0
1833,41,Female,39,1,71.86,2800.9,1,0,0
1834,18,Female,55,0,70.86,3896.76,2,0,0
1835,23,Female,18,0,86.21,1555.01,2,0,0
1836,36,Male,35,0,88.48,3104.96,3,1,1
1837,76,Female,12,1,67.75,817.67,1,0,0
1838,31,Female,31,0,59.59,1838.95,2,0,0
1839,20,Female,50,0,82.8,4140.05,1,0,0
1840,56,Female,21,0,69.01,1450.2,1,0,0
1841,40,Female,53,0,71.02,3764.78,2,0,0
1842,36,Female,2,0,88.31,180.17,1,0,1
1843,58,Female,13,2,69.0,893.54,1,1,0
1844,57,Male,45,0,49.54,2233.52,2,0,0
1845,77,Female,51,2,48.6,2474.5,0,0,0
1846,19,Male,62,2,59.65,3700.25,5,0,0
1847,66,Male,25,0,63.79,1596.53,3,0,0
1848,31,Female,25,2,63.31,1585.29,1,0,0
1849,41,Female,51,0,42.09,2140.52,1,0,0
1850,20,Female,29,1,45.86,1326.34,0,0,0
1851,34,Male,15,0,89.13,1339.99,0,0,1
1852,75,Female,27,0,84.84,2291.99,0,0,0
1853,73,Female,39,0,48.21,1889.48,1,0,0
1854,60,Female,56,0,49.72,2780.89,0,1,0
1855,43,Female,68,0,67.61,4596.06,1,0,0
1856,44,Male,67,0,49.78,3336.88,1,0,0
1857,43,Male,43,0,38.71,1674.34,3,0,0
1858,67,Male,61,0,90.37,5507.44,1,0,0
1859,61,Female,54,1,52.23,2814.84,1,0,0
1860,42,Male,21,2,73.52,1546.69,0,0,0
1861,51,Male,23,2,28.47,667.4,0,1,0
1862,61,Male,1,2,72.96,68.1,1,0,0
1863,30,Male,16,0,49.36,788.37,1,0,0
1864,35,Female,9,0,52.13,460.28,1,0,0
1865,60,Male,8,0,68.74,547.18,2,0,1
1866,59,Female,36,1,66.97,2418.37,3,1,1
1867,72,Male,42,2,78.12,3281.89,1,0,0
1868,35,Female,27,0,50.67,1372.42,3,0,1
1869,42,Male,37,0,70.62,2608.58,2,0,0
1870,33,Male,20,1,72.54,1447.56,0,0,0
1871,28,Female,48,0,66.81,3202.8,2,0,0
1872,27,Male,42,0,67.86,2847.59,0,0,0
1873,41,Female,16,0,43.32,695.14,4,0,1
1874,30,Female,4,0,68.66,285.42,1,0,1
1875,27,Male,49,0,92.83,4555.34,1,0,0
1876,76,Male,10,0,73.29,731.83,1,1,1
1877,52,Male,67,0,70.36,4713.8,1,0,0
1878,47,Male,3,0,89.55,269.5,2,0,1
1879,35,Male,35,0,54.1,1893.96,1,0,0
1880,28,Female,29,0,68.48,1983.29,0,1,1
1881,23,Female,42,0,41.18,1739.41,2,0,0
1882,51,Female,61,2,49.2,3004.84,3,0,0
1883,30,Male,5,0,52.08,256.68,2,0,1
1884,52,Male,2,1,55.18,118.43,1,0,0
1885,41,Male,23,1,49.78,1148.4,0,0,0
1886,65,Female,3,1,93.37,288.18,1,0,0
1887,46,Male,34,2,51.78,1761.14,1,0,0
1888,42,Male,65,0,71.65,4655.74,4,0,0
1889,56,Male,7,2,50.95,370.87,6,0,1
1890,59,Male,62,0,68.75,4262.73,1,0,0
1891,56,Male,20,2,43.34,866.21,1,0,0
1892,46,Male,70,1,32.12,2247.52,0,0,0
1893,76,Female,46,1,66.76,3063.02,2,0,0
1894,53,Male,48,2,80.16,3850.32,3,0,0
1895,39,Male,66,0,93.06,6135.26,1,1,0
1896,47,Male,18,2,29.96,532.34,1,0,0
1897,43,Male,57,1,70.14,3997.15,3,1,0
1898,64,Female,37,1,88.25,3264.7,3,0,0
1899,55,Female,54,1,41.54,2247.67,1,0,0
1900,77,Female,49,0,59.56,2919.64,2,1,1
1901,36,Male,10,0,49.74,498.09,0,0,1
1902,47,Female,70,0,62.57,4383.73,1,0,0
1903,65,Female,23,0,70.15,1617.76,3,0,0
1904,51,Male,22,0,49.01,1080.02,2,1,1
1905,29,Male,44,2,50.06,2204.74,1,0,0
1906,46,Male,41,2,39.03,1596.95,1,1,0
1907,45,Female,9,1,88.71,796.41,1,0,0
1908,53,Female,44,0,87.68,3858.12,5,0,0
1909,54,Male,60,0,61.65,3709.81,0,0,0
1910,44,Female,25,0,41.53,1035.07,2,0,0
1911,29,Female,2,2,46.32,84.43,0,0,0
1912,22,Female,69,0,59.0,4067.42,0,0,0
1913,52,Female,16,0,80.1,1282.48,1,0,0
1914,52,Female,59,0,30.41,1797.17,1,0,0
1915,70,Female,45,2,80.15,3599.91,0,0,0
1916,79,Female,52,0,79.71,4148.99,1,1,0
1917,59,Female,19,0,70.91,1347.34,1,0,0
1918,35,Female,37,2,64.61,2386.68,2,1,0
1919,30,Female,43,1,74.36,3203.71,1,0,0
1920,52,Male,57,1,31.54,1803.49,2,0,0
1921,24,Female,33,0,74.5,2459.32,3,0,1
1922,72,Female,49,0,70.59,3460.14,1,0,0
1923,46,Female,40,2,89.49,3583.71,4,0,0
1924,70,Male,41,0,92.79,3808.6,2,0,0
1925,19,Female,67,0,70.88,4754.71,0,0,0
1926,24,Female,39,0,73.13,2849.43,1,0,0
1927,41,Female,57,0,81.68,4656.22,3,0,0
1928,72,Male,27,1,68.91,1856.82,1,0,0
1929,52,Female,69,0,89.27,6162.68,0,0,0
1930,36,Female,58,0,39.31,2288.4,2,0,0
1931,25,Female,2,2,73.91,145.9,2,0,0
1932,34,Female,9,1,41.44,377.24,1,0,0
1933,46,Female,60,0,59.94,3605.09,3,0,0
1934,79,Female,63,1,40.62,2561.96,2,1,0
1935,63,Female,58,1,71.49,4143.72,0,0,0
1936,22,Female,10,0,28.81,284.86,2,0,0
1937,69,Male,62,2,86.86,5387.82,2,0,0
1938,24,Male,69,2,32.23,2230.04,4,0,0
1939,49,Male,38,1,38.66,1466.4,2,0,0
1940,78,Female,9,0,82.46,742.22,2,0,1
1941,65,Female,39,0,50.06,1951.82,2,0,0
1942,42,Female,43,1,72.11,3104.5,2,1,0
1943,51,Female,1,1,72.0,71.66,2,0,0
1944,62,Female,47,1,35.87,1692.06,0,0,0
1945,63,Male,17,0,46.33,785.58,1,0,0
1946,37,Female,39,0,51.17,1987.99,1,0,0
1947,73,Male,49,2,39.41,1931.37,4,0,0
1948,69,Male,60,0,48.5,2903.75,2,0,0
1949,59,Female,32,0,52.49,1684.56,2,0,0
1950,45,Male,57,2,49.44,2812.71,1,0,0
1951,48,Female,39,1,59.65,2318.95,2,0,0
1952,73,Female,38,0,51.75,1961.28,1,0,0
1953,45,Female,19,1,53.57,1010.66,1,0,0
1954,59,Female,36,0,70.75,2545.48,3,0,0
1955,50,Male,3,1,71.01,209.1,2,0,1
1956,51,Female,24,0,49.51,1186.31,0,0,0
1957,62,Male,28,1,28.04,787.29,0,0,0
1958,49,Male,38,2,72.57,2749.06,3,0,0
1959,25,Male,29,2,68.38,1979.63,2,0,0
1960,38,Female,21,0,88.95,1863.87,0,0,0
1961,45,Female,26,0,78.49,2041.81,3,0,0
1962,55,Female,35,0,70.84,2481.84,2,0,0
1963,57,Female,54,0,57.48,3110.54,1,0,0
1964,30,Male,60,1,25.44,1522.26,0,0,0
1965,32,Male,35,1,78.58,2748.76,1,0,0
1966,60,Male,45,0,86.74,3909.82,1,1,1
1967,68,Male,63,1,72.87,4595.95,4,1,0
1968,22,Female,32,0,57.2,1827.05,0,0,0
1969,32,Male,44,1,91.95,4037.88,0,0,0
1970,20,Male,30,0,39.75,1191.93,1,0,0
1971,47,Female,6,0,71.76,425.92,1,0,1
1972,39,Male,28,0,60.67,1699.42,1,0,0
1973,67,Female,40,2,67.45,2695.14,1,0,0
1974,29,Male,19,0,49.88,945.42,1,0,0
1975,31,Female,65,0,72.6,4723.67,4,0,0
1976,36,Female,71,0,40.14,2860.8,2,0,0
1977,52,Female,51,0,41.07,2092.2,3,0,0
1978,25,Female,25,2,60.37,1505.48,0,0,0
1979,24,Female,13,1,52.55,683.42,2,0,0
1980,69,Male,41,1,60.32,2462.13,0,0,0
1981,63,Male,64,1,28.34,1814.52,1,0,0
1982,53,Male,49,0,55.19,2705.55,1,0,0
1983,50,Male,4,0,91.87,375.66,2,0,1
1984,69,Female,43,1,29.6,1272.5,0,0,0
1985,25,Male,25,1,57.36,1436.81,1,0,0
1986,18,Male,35,1,69.89,2448.86,1,1,0
1987,21,Female,57,1,49.77,2835.59,1,0,0
1988,55,Female,47,0,87.91,4133.32,0,0,0
1989,71,Female,34,1,59.77,2035.43,3,0,0
1990,75,Female,66,0,28.77,1898.34,3,0,0
1991,23,Male,57,0,50.58,2879.39,2,0,0
1992,61,Female,1,0,77.77,81.67,2,0,1
1993,43,Male,38,0,90.73,3443.35,0,0,0
1994,47,Male,11,2,78.88,868.26,3,0,0
1995,58,Female,20,0,39.41,793.75,5,0,1
1996,49,Male,55,0,44.12,2410.65,1,1,0
1997,64,Male,13,0,39.54,505.09,0,0,0
1998,54,Female,15,2,29.65,448.75,2,0,0
1999,57,Female,5,2,41.08,209.74,2,0,0
2000,47,Male,18,2,81.93,1470.73,1,1,0
2001,30,Male,31,0,43.96,1358.1,3,0,0
2002,27,Female,27,0,80.46,2171.73,1,0,1
2003,68,Male,67,0,71.44,4784.56,0,0,0
2004,79,Male,35,1,67.02,2343.31,1,0,0
2005,52,Male,3,2,51.37,155.79,2,0,1
2006,27,Male,24,0,59.55,1435.89,2,0,0
2007,39,Female,71,0,40.93,2905.12,2,0,0
2008,39,Female,52,1,72.66,3780.44,1,0,0
2009,33,Female,43,1,49.83,2139.99,1,1,0
2010,49,Male,8,0,50.92,404.15,2,0,1
2011,52,Female,8,0,71.14,566.6,3,0,1
2012,46,Male,69,1,73.67,5084.09,0,0,0
2013,55,Female,56,0,69.63,3898.05,0,0,0
2014,22,Female,7,2,68.56,478.06,2,0,1
2015,39,Male,40,0,50.3,2013.55,2,0,0
2016,30,Female,6,2,47.59,284.74,0,1,0
2017,18,Female,17,0,70.92,1204.27,2,0,0
2018,64,Female,38,2,31.92,1212.35,1,1,0
2019,64,Female,22,0,59.3,1309.97,0,0,0
2020,70,Female,60,1,40.3,2425.97,1,0,0
2021,57,Male,39,0,90.09,3515.27,0,0,0
2022,57,Male,3,0,73.6,225.8,5,0,1
2023,23,Male,40,2,51.62,2068.61,2,0,0
2024,33,Female,19,2,80.69,1535.47,2,0,0
2025,32,Female,29,1,69.58,2018.6,3,0,0
2026,50,Female,59,2,80.19,4733.99,0,0,0
2027,48,Male,1,0,52.7,58.21,0,0,0
2028,58,Male,36,1,52.04,1874.71,0,0,0
2029,63,Female,67,1,87.14,5836.18,3,0,0
2030,58,Male,37,1,30.36,1127.15,0,0,0
2031,31,Female,19,0,48.16,912.04,2,0,0
2032,31,Female,20,1,89.38,1793.74,2,0,0
2033,78,Male,17,2,50.25,849.52,3,1,0
2034,77,Male,52,0,82.87,4304.56,0,0,0
2035,55,Male,34,1,46.65,1584.7,4,0,0
2036,70,Male,60,0,78.35,4709.14,0,0,0
2037,55,Male,15,0,70.34,1051.93,1,0,1
2038,33,Male,26,0,78.84,2054.53,1,0,0
2039,54,Female,43,0,27.34,1173.59,1,0,0
